"Harvested","Processed","Bay","Site","Ident","Midpoint","Side_of_Boat","Sample_ID","Quadrat","Weight_kg","Total_Adults_75mm","Total_Seed_26_74mm","Total_Spat_0_25mm","Total_Dead","notes","RowID","LocationID","Total_Live","Side_of_Bay","Round"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Bow","R-NS2-MP1-B3","3","7.54","0","6","48","2",NULL,"48","1059282","54",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Bow","R-NS2-MP1-B4","4","9.0999999999999996","0","4","30","3",NULL,"49","1059282","34",NULL,"1"
"Jun 25 2018 12:00AM","Jun 29 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Bow","R-NS2-MP1-B5","5","9.9100000000000001","0","8","55","7",NULL,"50","1059282","63",NULL,"1"
"Jun 25 2018 12:00AM","Jun 29 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Starboard","R-NS2-MP1-S1","1","3.4100000000000001","0","6","40","0",NULL,"51","1059282","46",NULL,"1"
"Jun 25 2018 12:00AM","Jun 29 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Starboard","R-NS2-MP1-S2","2","4.04","0","4","47","4",NULL,"52","1059282","51",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Starboard","R-NS2-MP1-S3","3","3.9399999999999999","0","2","32","2",NULL,"53","1059282","34",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Starboard","R-NS2-MP1-S4","4","4.5899999999999999","0","4","39","3",NULL,"54","1059282","43",NULL,"1"
"Jun 25 2018 12:00AM","Jun 29 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Starboard","R-NS2-MP1-S5","5","7.5999999999999996","0","9","49","9",NULL,"55","1059282","58",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Port","R-NS2-MP1-P1","1","5.5499999999999998","0","5","49","0",NULL,"56","1059282","54",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Port","R-NS2-MP1-P2","2","7.7999999999999998","0","9","31","1",NULL,"57","1059282","40",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Port","R-NS2-MP1-P3","3","5.9000000000000004","0","7","29","0",NULL,"58","1059282","36",NULL,"1"
"Jun 25 2018 12:00AM","Jul  2 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Port","R-NS2-MP1-P4","4","6.5599999999999996","0","7","34","0",NULL,"59","1059282","41",NULL,"1"
"Jun 25 2018 12:00AM","Jun 29 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP1","MP1","Port","R-NS2-MP1-P5","5","9.3000000000000007","0","13","48","2",NULL,"60","1059282","61",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Bow","R-HB2-MP1-B1","1","3.52","0","0","57","6",NULL,"61","1059278","57",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Bow","R-HB2-MP1-B2","2","4.2599999999999998","0","0","28","8",NULL,"62","1059278","28",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Bow","R-HB2-MP1-B3","3","5.8600000000000003","0","1","175","4",NULL,"63","1059278","176",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Bow","R-HB2-MP1-B4","4","4.8300000000000001","0","0","143","5",NULL,"64","1059278","143",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Bow","R-HB2-MP1-B5","5","5.3399999999999999","0","0","155","11",NULL,"65","1059278","155",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Port","R-HB2-MP1-P1","1","0.96999999999999997","0","0","25","4",NULL,"66","1059278","25",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Port","R-HB2-MP1-P2","2","1.0800000000000001","0","0","8","0",NULL,"67","1059278","8",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Port","R-HB2-MP1-P3","3","1.1399999999999999","0","0","14","4",NULL,"68","1059278","14",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Port","R-HB2-MP1-P4","4","2.5600000000000001","0","1","38","2",NULL,"69","1059278","39",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Port","R-HB2-MP1-P5","5","2.4700000000000002","0","0","54","0",NULL,"70","1059278","54",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Starboard","R-HB2-MP1-S1","1","4.6600000000000001","0","1","126","10",NULL,"71","1059278","127",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Starboard","R-HB2-MP1-S2","2","4.8399999999999999","0","0","91","4",NULL,"72","1059278","91",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Starboard","R-HB2-MP1-S3","3","6.4000000000000004","0","1","151","8",NULL,"73","1059278","152",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Starboard","R-HB2-MP1-S4","4","3.1400000000000001","0","0","80","1",NULL,"74","1059278","80",NULL,"1"
"Jun 26 2018 12:00AM","Jul  5 2018 12:00AM","Apalachicola Bay","Hotel Bar 2","R-HB2-MP1","MP1","Starboard","R-HB2-MP1-S5","5","5.5499999999999998","0","1","151","12",NULL,"75","1059278","152",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Port","R-CT-MP1-P1","1","6.2599999999999998","0","15","13","6",NULL,"76","1059269","28",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Port","R-CT-MP1-P2","2","6.9000000000000004","0","34","6","14",NULL,"77","1059269","40",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Port","R-CT-MP1-P3","3","8.25","0","22","14","10",NULL,"78","1059269","36",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Port","R-CT-MP1-P4","4","5.5099999999999998","0","12","2","6",NULL,"79","1059269","14",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Port","R-CT-MP1-P5","5","9.3200000000000003","0","31","11","11",NULL,"80","1059269","42",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Bow","R-CT-MP1-B1","1","3.5499999999999998","0","7","8","2",NULL,"81","1059269","15",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Bow","R-CT-MP1-B2","2","4.8600000000000003","0","13","8","6",NULL,"82","1059269","21",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Bow","R-CT-MP1-B3","3","3.5499999999999998","0","13","6","5",NULL,"83","1059269","19",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Bow","R-CT-MP1-B4","4","8.4900000000000002","0","15","60","6",NULL,"84","1059269","75",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Bow","R-CT-MP1-B5","5","8.4900000000000002","0","35","14","10",NULL,"85","1059269","49",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Starboard","R-CT-MP1-S1","1","3.77","0","5","11","9",NULL,"86","1059269","16",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Starboard","R-CT-MP1-S2","2","5.9299999999999997","0","18","6","11",NULL,"87","1059269","24",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Starboard","R-CT-MP1-S3","3","4.8099999999999996","0","17","17","7",NULL,"88","1059269","34",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Starboard","R-CT-MP1-S4","4","4.2300000000000004","0","6","18","4",NULL,"89","1059269","24",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","Cabbage Top","R-CT-MP1","MP1","Starboard","R-CT-MP1-S5","5","4.3300000000000001","0","17","7","4",NULL,"90","1059269","24",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Starboard","R-9MB-MP1-S1","1","0","0","0","0","0","No sample in quadrat","91","1059263","0",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Starboard","R-9MB-MP1-S2","2","0","0","0","0","0","No sample in quadrat","92","1059263","0",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Starboard","R-9MB-MP1-S3","3","0.31","0","0","29","7",NULL,"93","1059263","29",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Starboard","R-9MB-MP1-S4","4","0","0","0","0","0","No sample in quadrat","94","1059263","0",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Starboard","R-9MB-MP1-S5","5","0","0","0","0","0","No sample in quadrat","95","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Bow","R-9MB-MP1-B1","1","0","0","0","0","0","No sample in quadrat","96","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Bow","R-9MB-MP1-B2","2","0","0","0","0","0","No sample in quadrat","97","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Bow","R-9MB-MP1-B3","3","0","0","0","0","0","No sample in quadrat","98","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Bow","R-9MB-MP1-B4","4","0","0","0","0","0","No sample in quadrat","99","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Bow","R-9MB-MP1-B5","5","0","0","0","0","0","No sample in quadrat","100","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Port","R-9MB-MP1-P1","1","0","0","0","0","0","No sample in quadrat","101","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Port","R-9MB-MP1-P2","2","0","0","0","0","0","No sample in quadrat","102","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Port","R-9MB-MP1-P3","3","0","0","0","0","0","No sample in quadrat","103","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Port","R-9MB-MP1-P4","4","0","0","0","0","0","No sample in quadrat","104","1059263","0",NULL,"1"
"Jun 25 2019 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","9 Mile B","R-9MB-MP1","MP1","Port","R-9MB-MP1-P5","5","0","0","0","0","0","No sample in quadrat","105","1059263","0",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Starboard","R-NS2-MP2-S1","1","4.5099999999999998","0","13","39","1",NULL,"106","1059283","52",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Starboard","R-NS2-MP2-S2","2","6.7199999999999998","0","15","68","3",NULL,"107","1059283","83",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Starboard","R-NS2-MP2-S3","3","4.21","0","4","22","4",NULL,"108","1059283","26",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Starboard","R-NS2-MP2-S4","4","5.3600000000000003","0","17","33","4",NULL,"109","1059283","50",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Starboard","R-NS2-MP2-S5","5","4.9800000000000004","0","4","100","2",NULL,"110","1059283","104",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Port","R-NS2-MP2-P1","1","8.2599999999999998","0","11","21","1",NULL,"111","1059283","32",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Port","R-NS2-MP2-P2","2","5.1200000000000001","0","4","18","2",NULL,"112","1059283","22",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Port","R-NS2-MP2-P3","3","5.8799999999999999","0","8","32","2",NULL,"113","1059283","40",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Port","R-NS2-MP2-P4","4","6.8200000000000003","0","3","30","2",NULL,"114","1059283","33",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Port","R-NS2-MP2-P5","5","6.6799999999999997","0","7","47","1",NULL,"115","1059283","54",NULL,"1"
"Jun 25 2018 12:00AM","Jul  3 2018 12:00AM","Apalachicola Bay","North Spur 2","R-NS2-MP2","MP2","Bow","R-NS2-MP2-B1","1","2.54","0","3","30","2",NULL,"116","1059283","33",NULL,"1"
